state,is_state,name,date,label,count
IA,TRUE,Iowa,2017-02-01,Number of Drug Overdose Deaths,330
IA,TRUE,Iowa,2017-03-01,Number of Drug Overdose Deaths,330
IA,TRUE,Iowa,2017-04-01,Number of Drug Overdose Deaths,320
IA,TRUE,Iowa,2017-05-01,Number of Drug Overdose Deaths,323
IA,TRUE,Iowa,2017-06-01,Number of Drug Overdose Deaths,333
IA,TRUE,Iowa,2017-07-01,Number of Drug Overdose Deaths,335
IA,TRUE,Iowa,2017-08-01,Number of Drug Overdose Deaths,339
IA,TRUE,Iowa,2017-09-01,Number of Drug Overdose Deaths,335
IA,TRUE,Iowa,2017-10-01,Number of Drug Overdose Deaths,339
KS,TRUE,Kansas,2015-01-01,Number of Deaths,25208
KS,TRUE,Kansas,2015-02-01,Number of Deaths,25320
KS,TRUE,Kansas,2015-03-01,Number of Deaths,25392
KS,TRUE,Kansas,2015-04-01,Number of Deaths,25392
KS,TRUE,Kansas,2015-05-01,Number of Deaths,25456
KS,TRUE,Kansas,2015-06-01,Number of Deaths,25657
KS,TRUE,Kansas,2015-07-01,Number of Deaths,25803
KS,TRUE,Kansas,2015-08-01,Number of Deaths,25885
KS,TRUE,Kansas,2015-09-01,Number of Deaths,25920
KS,TRUE,Kansas,2015-10-01,Number of Deaths,26017
KS,TRUE,Kansas,2015-11-01,Number of Deaths,25935
KS,TRUE,Kansas,2015-12-01,Number of Deaths,25863
KS,TRUE,Kansas,2016-01-01,Number of Deaths,25598
KS,TRUE,Kansas,2016-02-01,Number of Deaths,25507
KS,TRUE,Kansas,2016-03-01,Number of Deaths,25415
KS,TRUE,Kansas,2016-04-01,Number of Deaths,25463
KS,TRUE,Kansas,2016-05-01,Number of Deaths,25400
KS,TRUE,Kansas,2016-06-01,Number of Deaths,25353
KS,TRUE,Kansas,2016-07-01,Number of Deaths,25292
KS,TRUE,Kansas,2016-08-01,Number of Deaths,25308
KS,TRUE,Kansas,2016-09-01,Number of Deaths,25223
KS,TRUE,Kansas,2016-10-01,Number of Deaths,25174
KS,TRUE,Kansas,2016-11-01,Number of Deaths,25296
KS,TRUE,Kansas,2016-12-01,Number of Deaths,25489
KS,TRUE,Kansas,2017-01-01,Number of Deaths,25719
KS,TRUE,Kansas,2017-02-01,Number of Deaths,25935
KS,TRUE,Kansas,2017-03-01,Number of Deaths,26132
KS,TRUE,Kansas,2017-04-01,Number of Deaths,26136
KS,TRUE,Kansas,2017-05-01,Number of Deaths,26153
KS,TRUE,Kansas,2017-06-01,Number of Deaths,26081
KS,TRUE,Kansas,2017-07-01,Number of Deaths,26135
KS,TRUE,Kansas,2017-08-01,Number of Deaths,26013
KS,TRUE,Kansas,2017-09-01,Number of Deaths,26086
KS,TRUE,Kansas,2017-10-01,Number of Deaths,26139
KS,TRUE,Kansas,2015-01-01,Number of Drug Overdose Deaths,312
KS,TRUE,Kansas,2015-02-01,Number of Drug Overdose Deaths,308
KS,TRUE,Kansas,2015-03-01,Number of Drug Overdose Deaths,323
KS,TRUE,Kansas,2015-04-01,Number of Drug Overdose Deaths,332
KS,TRUE,Kansas,2015-05-01,Number of Drug Overdose Deaths,337
KS,TRUE,Kansas,2015-06-01,Number of Drug Overdose Deaths,330
KS,TRUE,Kansas,2015-07-01,Number of Drug Overdose Deaths,328
KS,TRUE,Kansas,2015-08-01,Number of Drug Overdose Deaths,337
KS,TRUE,Kansas,2015-09-01,Number of Drug Overdose Deaths,334
KS,TRUE,Kansas,2015-10-01,Number of Drug Overdose Deaths,334
KS,TRUE,Kansas,2015-11-01,Number of Drug Overdose Deaths,328
KS,TRUE,Kansas,2015-12-01,Number of Drug Overdose Deaths,323
KS,TRUE,Kansas,2016-01-01,Number of Drug Overdose Deaths,313
KS,TRUE,Kansas,2016-02-01,Number of Drug Overdose Deaths,317
KS,TRUE,Kansas,2016-03-01,Number of Drug Overdose Deaths,313
KS,TRUE,Kansas,2016-04-01,Number of Drug Overdose Deaths,312
KS,TRUE,Kansas,2016-05-01,Number of Drug Overdose Deaths,305
KS,TRUE,Kansas,2016-06-01,Number of Drug Overdose Deaths,319
KS,TRUE,Kansas,2016-07-01,Number of Drug Overdose Deaths,320
KS,TRUE,Kansas,2016-08-01,Number of Drug Overdose Deaths,320
KS,TRUE,Kansas,2016-09-01,Number of Drug Overdose Deaths,315
KS,TRUE,Kansas,2016-10-01,Number of Drug Overdose Deaths,312
KS,TRUE,Kansas,2016-11-01,Number of Drug Overdose Deaths,315
KS,TRUE,Kansas,2016-12-01,Number of Drug Overdose Deaths,313
KS,TRUE,Kansas,2017-01-01,Number of Drug Overdose Deaths,326
KS,TRUE,Kansas,2017-02-01,Number of Drug Overdose Deaths,323
KS,TRUE,Kansas,2017-03-01,Number of Drug Overdose Deaths,322
KS,TRUE,Kansas,2017-04-01,Number of Drug Overdose Deaths,316
KS,TRUE,Kansas,2017-05-01,Number of Drug Overdose Deaths,316
KS,TRUE,Kansas,2017-06-01,Number of Drug Overdose Deaths,299
KS,TRUE,Kansas,2017-07-01,Number of Drug Overdose Deaths,308
KS,TRUE,Kansas,2017-08-01,Number of Drug Overdose Deaths,295
KS,TRUE,Kansas,2017-09-01,Number of Drug Overdose Deaths,301
KS,TRUE,Kansas,2017-10-01,Number of Drug Overdose Deaths,314
KY,TRUE,Kentucky,2015-01-01,Number of Deaths,44911
KY,TRUE,Kentucky,2015-02-01,Number of Deaths,45331
KY,TRUE,Kentucky,2015-03-01,Number of Deaths,45453
KY,TRUE,Kentucky,2015-04-01,Number of Deaths,45635
KY,TRUE,Kentucky,2015-05-01,Number of Deaths,45852
KY,TRUE,Kentucky,2015-06-01,Number of Deaths,45839
KY,TRUE,Kentucky,2015-07-01,Number of Deaths,45917
KY,TRUE,Kentucky,2015-08-01,Number of Deaths,45990
KY,TRUE,Kentucky,2015-09-01,Number of Deaths,46169
KY,TRUE,Kentucky,2015-10-01,Number of Deaths,46372
KY,TRUE,Kentucky,2015-11-01,Number of Deaths,46396
KY,TRUE,Kentucky,2015-12-01,Number of Deaths,46195
KY,TRUE,Kentucky,2016-01-01,Number of Deaths,45819
KY,TRUE,Kentucky,2016-02-01,Number of Deaths,45854
KY,TRUE,Kentucky,2016-03-01,Number of Deaths,46039
KY,TRUE,Kentucky,2016-04-01,Number of Deaths,46307
KY,TRUE,Kentucky,2016-05-01,Number of Deaths,46269
KY,TRUE,Kentucky,2016-06-01,Number of Deaths,46456
KY,TRUE,Kentucky,2016-07-01,Number of Deaths,46593
KY,TRUE,Kentucky,2016-08-01,Number of Deaths,46769
KY,TRUE,Kentucky,2016-09-01,Number of Deaths,47052
KY,TRUE,Kentucky,2016-10-01,Number of Deaths,47070
KY,TRUE,Kentucky,2016-11-01,Number of Deaths,47283
KY,TRUE,Kentucky,2016-12-01,Number of Deaths,47606
KY,TRUE,Kentucky,2017-01-01,Number of Deaths,47839
KY,TRUE,Kentucky,2017-02-01,Number of Deaths,47924
KY,TRUE,Kentucky,2017-03-01,Number of Deaths,48017
KY,TRUE,Kentucky,2017-04-01,Number of Deaths,48042
KY,TRUE,Kentucky,2017-05-01,Number of Deaths,48130
KY,TRUE,Kentucky,2017-06-01,Number of Deaths,48247
KY,TRUE,Kentucky,2017-07-01,Number of Deaths,48219
KY,TRUE,Kentucky,2017-08-01,Number of Deaths,48134
KY,TRUE,Kentucky,2017-09-01,Number of Deaths,47997
KY,TRUE,Kentucky,2017-10-01,Number of Deaths,47947
KY,TRUE,Kentucky,2015-01-01,Number of Drug Overdose Deaths,1101
KY,TRUE,Kentucky,2015-02-01,Number of Drug Overdose Deaths,1121
KY,TRUE,Kentucky,2015-03-01,Number of Drug Overdose Deaths,1152
KY,TRUE,Kentucky,2015-04-01,Number of Drug Overdose Deaths,1172
KY,TRUE,Kentucky,2015-05-01,Number of Drug Overdose Deaths,1185
KY,TRUE,Kentucky,2015-06-01,Number of Drug Overdose Deaths,1198
KY,TRUE,Kentucky,2015-07-01,Number of Drug Overdose Deaths,1211
KY,TRUE,Kentucky,2015-08-01,Number of Drug Overdose Deaths,1208
KY,TRUE,Kentucky,2015-09-01,Number of Drug Overdose Deaths,1233
KY,TRUE,Kentucky,2015-10-01,Number of Drug Overdose Deaths,1217
KY,TRUE,Kentucky,2015-11-01,Number of Drug Overdose Deaths,1240
KY,TRUE,Kentucky,2015-12-01,Number of Drug Overdose Deaths,1248
KY,TRUE,Kentucky,2016-01-01,Number of Drug Overdose Deaths,1253
KY,TRUE,Kentucky,2016-02-01,Number of Drug Overdose Deaths,1228
KY,TRUE,Kentucky,2016-03-01,Number of Drug Overdose Deaths,1253
KY,TRUE,Kentucky,2016-04-01,Number of Drug Overdose Deaths,1291
KY,TRUE,Kentucky,2016-05-01,Number of Drug Overdose Deaths,1320
KY,TRUE,Kentucky,2016-06-01,Number of Drug Overdose Deaths,1371
KY,TRUE,Kentucky,2016-07-01,Number of Drug Overdose Deaths,1376
KY,TRUE,Kentucky,2016-08-01,Number of Drug Overdose Deaths,1404
KY,TRUE,Kentucky,2016-09-01,Number of Drug Overdose Deaths,1411
KY,TRUE,Kentucky,2016-10-01,Number of Drug Overdose Deaths,1416
KY,TRUE,Kentucky,2016-11-01,Number of Drug Overdose Deaths,1395
KY,TRUE,Kentucky,2016-12-01,Number of Drug Overdose Deaths,1437
KY,TRUE,Kentucky,2017-01-01,Number of Drug Overdose Deaths,1480
KY,TRUE,Kentucky,2017-02-01,Number of Drug Overdose Deaths,1545
KY,TRUE,Kentucky,2017-03-01,Number of Drug Overdose Deaths,1552
KY,TRUE,Kentucky,2017-04-01,Number of Drug Overdose Deaths,1580
KY,TRUE,Kentucky,2017-05-01,Number of Drug Overdose Deaths,1583
KY,TRUE,Kentucky,2017-06-01,Number of Drug Overdose Deaths,1564
KY,TRUE,Kentucky,2017-07-01,Number of Drug Overdose Deaths,1568
KY,TRUE,Kentucky,2017-08-01,Number of Drug Overdose Deaths,1575
KY,TRUE,Kentucky,2017-09-01,Number of Drug Overdose Deaths,1566
KY,TRUE,Kentucky,2017-10-01,Number of Drug Overdose Deaths,1564
LA,TRUE,Louisiana,2015-01-01,Number of Deaths,44100
LA,TRUE,Louisiana,2015-02-01,Number of Deaths,44150
LA,TRUE,Louisiana,2015-03-01,Number of Deaths,44301
LA,TRUE,Louisiana,2015-04-01,Number of Deaths,44230
LA,TRUE,Louisiana,2015-05-01,Number of Deaths,44154
LA,TRUE,Louisiana,2015-06-01,Number of Deaths,44191
LA,TRUE,Louisiana,2015-07-01,Number of Deaths,44204
LA,TRUE,Louisiana,2015-08-01,Number of Deaths,44240
LA,TRUE,Louisiana,2015-09-01,Number of Deaths,44371
LA,TRUE,Louisiana,2015-10-01,Number of Deaths,44348
LA,TRUE,Louisiana,2015-11-01,Number of Deaths,44169
LA,TRUE,Louisiana,2015-12-01,Number of Deaths,43914
LA,TRUE,Louisiana,2016-01-01,Number of Deaths,43495
LA,TRUE,Louisiana,2016-02-01,Number of Deaths,43428
LA,TRUE,Louisiana,2016-03-01,Number of Deaths,43445
LA,TRUE,Louisiana,2016-04-01,Number of Deaths,43610
LA,TRUE,Louisiana,2016-05-01,Number of Deaths,43743
LA,TRUE,Louisiana,2016-06-01,Number of Deaths,43768
LA,TRUE,Louisiana,2016-07-01,Number of Deaths,43742
LA,TRUE,Louisiana,2016-08-01,Number of Deaths,43939
LA,TRUE,Louisiana,2016-09-01,Number of Deaths,44033
LA,TRUE,Louisiana,2016-10-01,Number of Deaths,44225
LA,TRUE,Louisiana,2016-11-01,Number of Deaths,44340
LA,TRUE,Louisiana,2016-12-01,Number of Deaths,44411
LA,TRUE,Louisiana,2017-01-01,Number of Deaths,44576
LA,TRUE,Louisiana,2017-02-01,Number of Deaths,44592
LA,TRUE,Louisiana,2017-03-01,Number of Deaths,44766
LA,TRUE,Louisiana,2017-04-01,Number of Deaths,44836
LA,TRUE,Louisiana,2017-05-01,Number of Deaths,44909
LA,TRUE,Louisiana,2017-06-01,Number of Deaths,44965
LA,TRUE,Louisiana,2017-07-01,Number of Deaths,44983
LA,TRUE,Louisiana,2017-08-01,Number of Deaths,45025
LA,TRUE,Louisiana,2017-09-01,Number of Deaths,45009
LA,TRUE,Louisiana,2017-10-01,Number of Deaths,45056
LA,TRUE,Louisiana,2015-01-01,Number of Drug Overdose Deaths,782
LA,TRUE,Louisiana,2015-02-01,Number of Drug Overdose Deaths,785
LA,TRUE,Louisiana,2015-03-01,Number of Drug Overdose Deaths,784
LA,TRUE,Louisiana,2015-04-01,Number of Drug Overdose Deaths,796
LA,TRUE,Louisiana,2015-05-01,Number of Drug Overdose Deaths,803
LA,TRUE,Louisiana,2015-06-01,Number of Drug Overdose Deaths,802
LA,TRUE,Louisiana,2015-07-01,Number of Drug Overdose Deaths,825
LA,TRUE,Louisiana,2015-08-01,Number of Drug Overdose Deaths,823
LA,TRUE,Louisiana,2015-09-01,Number of Drug Overdose Deaths,838
LA,TRUE,Louisiana,2015-10-01,Number of Drug Overdose Deaths,834
LA,TRUE,Louisiana,2015-11-01,Number of Drug Overdose Deaths,853
LA,TRUE,Louisiana,2015-12-01,Number of Drug Overdose Deaths,875
LA,TRUE,Louisiana,2016-01-01,Number of Drug Overdose Deaths,890
LA,TRUE,Louisiana,2016-02-01,Number of Drug Overdose Deaths,901
LA,TRUE,Louisiana,2016-03-01,Number of Drug Overdose Deaths,894
LA,TRUE,Louisiana,2016-04-01,Number of Drug Overdose Deaths,893
LA,TRUE,Louisiana,2016-05-01,Number of Drug Overdose Deaths,899
LA,TRUE,Louisiana,2016-06-01,Number of Drug Overdose Deaths,941
LA,TRUE,Louisiana,2016-07-01,Number of Drug Overdose Deaths,962
LA,TRUE,Louisiana,2016-08-01,Number of Drug Overdose Deaths,979
LA,TRUE,Louisiana,2016-09-01,Number of Drug Overdose Deaths,997
LA,TRUE,Louisiana,2016-10-01,Number of Drug Overdose Deaths,1021
LA,TRUE,Louisiana,2016-11-01,Number of Drug Overdose Deaths,1012
LA,TRUE,Louisiana,2016-12-01,Number of Drug Overdose Deaths,1004
LA,TRUE,Louisiana,2017-01-01,Number of Drug Overdose Deaths,1016
LA,TRUE,Louisiana,2017-02-01,Number of Drug Overdose Deaths,1009
LA,TRUE,Louisiana,2017-03-01,Number of Drug Overdose Deaths,1019
LA,TRUE,Louisiana,2017-04-01,Number of Drug Overdose Deaths,1035
LA,TRUE,Louisiana,2017-05-01,Number of Drug Overdose Deaths,1029
LA,TRUE,Louisiana,2017-06-01,Number of Drug Overdose Deaths,1015
LA,TRUE,Louisiana,2017-07-01,Number of Drug Overdose Deaths,1006
LA,TRUE,Louisiana,2017-08-01,Number of Drug Overdose Deaths,1019
LA,TRUE,Louisiana,2017-09-01,Number of Drug Overdose Deaths,1013
LA,TRUE,Louisiana,2017-10-01,Number of Drug Overdose Deaths,1014
ME,TRUE,Maine,2015-01-01,Cocaine (T40.5),22
ME,TRUE,Maine,2015-02-01,Cocaine (T40.5),25
ME,TRUE,Maine,2015-03-01,Cocaine (T40.5),23
ME,TRUE,Maine,2015-04-01,Cocaine (T40.5),24
ME,TRUE,Maine,2015-05-01,Cocaine (T40.5),24
ME,TRUE,Maine,2015-06-01,Cocaine (T40.5),22
ME,TRUE,Maine,2015-07-01,Cocaine (T40.5),21
ME,TRUE,Maine,2015-08-01,Cocaine (T40.5),23
ME,TRUE,Maine,2015-09-01,Cocaine (T40.5),26
ME,TRUE,Maine,2015-10-01,Cocaine (T40.5),28
ME,TRUE,Maine,2015-11-01,Cocaine (T40.5),33
ME,TRUE,Maine,2015-12-01,Cocaine (T40.5),32
ME,TRUE,Maine,2016-01-01,Cocaine (T40.5),32
ME,TRUE,Maine,2016-02-01,Cocaine (T40.5),32
ME,TRUE,Maine,2016-03-01,Cocaine (T40.5),34
ME,TRUE,Maine,2016-04-01,Cocaine (T40.5),39
ME,TRUE,Maine,2016-05-01,Cocaine (T40.5),43
ME,TRUE,Maine,2016-06-01,Cocaine (T40.5),48
ME,TRUE,Maine,2016-07-01,Cocaine (T40.5),51
ME,TRUE,Maine,2016-08-01,Cocaine (T40.5),54
ME,TRUE,Maine,2016-09-01,Cocaine (T40.5),53
ME,TRUE,Maine,2016-10-01,Cocaine (T40.5),53
ME,TRUE,Maine,2016-11-01,Cocaine (T40.5),57
ME,TRUE,Maine,2016-12-01,Cocaine (T40.5),59
ME,TRUE,Maine,2017-01-01,Cocaine (T40.5),61
ME,TRUE,Maine,2017-02-01,Cocaine (T40.5),63
ME,TRUE,Maine,2017-03-01,Cocaine (T40.5),67
ME,TRUE,Maine,2017-04-01,Cocaine (T40.5),67
ME,TRUE,Maine,2017-05-01,Cocaine (T40.5),64
ME,TRUE,Maine,2017-06-01,Cocaine (T40.5),67
ME,TRUE,Maine,2017-07-01,Cocaine (T40.5),69
ME,TRUE,Maine,2017-08-01,Cocaine (T40.5),78
ME,TRUE,Maine,2017-09-01,Cocaine (T40.5),80
ME,TRUE,Maine,2017-10-01,Cocaine (T40.5),87
ME,TRUE,Maine,2015-01-01,Heroin (T40.1),38
ME,TRUE,Maine,2015-02-01,Heroin (T40.1),40
ME,TRUE,Maine,2015-03-01,Heroin (T40.1),42
ME,TRUE,Maine,2015-04-01,Heroin (T40.1),46
ME,TRUE,Maine,2015-05-01,Heroin (T40.1),45
ME,TRUE,Maine,2015-06-01,Heroin (T40.1),44
ME,TRUE,Maine,2015-07-01,Heroin (T40.1),48
ME,TRUE,Maine,2015-08-01,Heroin (T40.1),48
ME,TRUE,Maine,2015-09-01,Heroin (T40.1),49
ME,TRUE,Maine,2015-10-01,Heroin (T40.1),51
ME,TRUE,Maine,2015-11-01,Heroin (T40.1),55
ME,TRUE,Maine,2015-12-01,Heroin (T40.1),53
ME,TRUE,Maine,2016-01-01,Heroin (T40.1),49
ME,TRUE,Maine,2016-02-01,Heroin (T40.1),49
ME,TRUE,Maine,2016-03-01,Heroin (T40.1),49
ME,TRUE,Maine,2016-04-01,Heroin (T40.1),50
ME,TRUE,Maine,2016-05-01,Heroin (T40.1),52
ME,TRUE,Maine,2016-06-01,Heroin (T40.1),54
ME,TRUE,Maine,2016-07-01,Heroin (T40.1),57
ME,TRUE,Maine,2016-08-01,Heroin (T40.1),59
ME,TRUE,Maine,2016-09-01,Heroin (T40.1),56
ME,TRUE,Maine,2016-10-01,Heroin (T40.1),51
ME,TRUE,Maine,2016-11-01,Heroin (T40.1),52
ME,TRUE,Maine,2016-12-01,Heroin (T40.1),54
ME,TRUE,Maine,2017-01-01,Heroin (T40.1),60
ME,TRUE,Maine,2017-02-01,Heroin (T40.1),62
ME,TRUE,Maine,2017-03-01,Heroin (T40.1),62
ME,TRUE,Maine,2017-04-01,Heroin (T40.1),65
ME,TRUE,Maine,2017-05-01,Heroin (T40.1),66
ME,TRUE,Maine,2017-06-01,Heroin (T40.1),68
ME,TRUE,Maine,2017-07-01,Heroin (T40.1),64
ME,TRUE,Maine,2017-08-01,Heroin (T40.1),66
ME,TRUE,Maine,2017-09-01,Heroin (T40.1),68
ME,TRUE,Maine,2017-10-01,Heroin (T40.1),76
ME,TRUE,Maine,2015-01-01,Methadone (T40.3),35
ME,TRUE,Maine,2015-02-01,Methadone (T40.3),35
ME,TRUE,Maine,2015-03-01,Methadone (T40.3),36
ME,TRUE,Maine,2015-04-01,Methadone (T40.3),41
ME,TRUE,Maine,2015-05-01,Methadone (T40.3),40
ME,TRUE,Maine,2015-06-01,Methadone (T40.3),39
ME,TRUE,Maine,2015-07-01,Methadone (T40.3),40
ME,TRUE,Maine,2015-08-01,Methadone (T40.3),39
ME,TRUE,Maine,2015-09-01,Methadone (T40.3),41
ME,TRUE,Maine,2015-10-01,Methadone (T40.3),41
ME,TRUE,Maine,2015-11-01,Methadone (T40.3),37
ME,TRUE,Maine,2015-12-01,Methadone (T40.3),37
ME,TRUE,Maine,2016-01-01,Methadone (T40.3),34
ME,TRUE,Maine,2016-02-01,Methadone (T40.3),32
ME,TRUE,Maine,2016-03-01,Methadone (T40.3),33
ME,TRUE,Maine,2016-04-01,Methadone (T40.3),32
ME,TRUE,Maine,2016-05-01,Methadone (T40.3),34
ME,TRUE,Maine,2016-06-01,Methadone (T40.3),35
ME,TRUE,Maine,2016-07-01,Methadone (T40.3),33
ME,TRUE,Maine,2016-08-01,Methadone (T40.3),35
ME,TRUE,Maine,2016-09-01,Methadone (T40.3),33
ME,TRUE,Maine,2016-10-01,Methadone (T40.3),32
ME,TRUE,Maine,2016-11-01,Methadone (T40.3),34
ME,TRUE,Maine,2016-12-01,Methadone (T40.3),39
ME,TRUE,Maine,2017-01-01,Methadone (T40.3),40
ME,TRUE,Maine,2017-02-01,Methadone (T40.3),40
ME,TRUE,Maine,2017-03-01,Methadone (T40.3),39
ME,TRUE,Maine,2017-04-01,Methadone (T40.3),37
ME,TRUE,Maine,2017-05-01,Methadone (T40.3),33
ME,TRUE,Maine,2017-06-01,Methadone (T40.3),32
ME,TRUE,Maine,2017-07-01,Methadone (T40.3),37
ME,TRUE,Maine,2017-08-01,Methadone (T40.3),33
ME,TRUE,Maine,2017-09-01,Methadone (T40.3),38
ME,TRUE,Maine,2017-10-01,Methadone (T40.3),38
ME,TRUE,Maine,2015-01-01,Natural & semi-synthetic opioids (T40.2),82
ME,TRUE,Maine,2015-02-01,Natural & semi-synthetic opioids (T40.2),88
ME,TRUE,Maine,2015-03-01,Natural & semi-synthetic opioids (T40.2),96
ME,TRUE,Maine,2015-04-01,Natural & semi-synthetic opioids (T40.2),99
ME,TRUE,Maine,2015-05-01,Natural & semi-synthetic opioids (T40.2),95
ME,TRUE,Maine,2015-06-01,Natural & semi-synthetic opioids (T40.2),99
ME,TRUE,Maine,2015-07-01,Natural & semi-synthetic opioids (T40.2),104
ME,TRUE,Maine,2015-08-01,Natural & semi-synthetic opioids (T40.2),95
ME,TRUE,Maine,2015-09-01,Natural & semi-synthetic opioids (T40.2),105
ME,TRUE,Maine,2015-10-01,Natural & semi-synthetic opioids (T40.2),105
ME,TRUE,Maine,2015-11-01,Natural & semi-synthetic opioids (T40.2),105
ME,TRUE,Maine,2015-12-01,Natural & semi-synthetic opioids (T40.2),105
ME,TRUE,Maine,2016-01-01,Natural & semi-synthetic opioids (T40.2),108
ME,TRUE,Maine,2016-02-01,Natural & semi-synthetic opioids (T40.2),104
ME,TRUE,Maine,2016-03-01,Natural & semi-synthetic opioids (T40.2),103
ME,TRUE,Maine,2016-04-01,Natural & semi-synthetic opioids (T40.2),111
ME,TRUE,Maine,2016-05-01,Natural & semi-synthetic opioids (T40.2),116
ME,TRUE,Maine,2016-06-01,Natural & semi-synthetic opioids (T40.2),120
ME,TRUE,Maine,2016-07-01,Natural & semi-synthetic opioids (T40.2),123
ME,TRUE,Maine,2016-08-01,Natural & semi-synthetic opioids (T40.2),128
ME,TRUE,Maine,2016-09-01,Natural & semi-synthetic opioids (T40.2),124
ME,TRUE,Maine,2016-10-01,Natural & semi-synthetic opioids (T40.2),126
ME,TRUE,Maine,2016-11-01,Natural & semi-synthetic opioids (T40.2),124
ME,TRUE,Maine,2016-12-01,Natural & semi-synthetic opioids (T40.2),132
ME,TRUE,Maine,2017-01-01,Natural & semi-synthetic opioids (T40.2),129
ME,TRUE,Maine,2017-02-01,Natural & semi-synthetic opioids (T40.2),128
ME,TRUE,Maine,2017-03-01,Natural & semi-synthetic opioids (T40.2),123
ME,TRUE,Maine,2017-04-01,Natural & semi-synthetic opioids (T40.2),115
ME,TRUE,Maine,2017-05-01,Natural & semi-synthetic opioids (T40.2),108
ME,TRUE,Maine,2017-06-01,Natural & semi-synthetic opioids (T40.2),96
ME,TRUE,Maine,2017-07-01,Natural & semi-synthetic opioids (T40.2),93
ME,TRUE,Maine,2017-08-01,Natural & semi-synthetic opioids (T40.2),90
ME,TRUE,Maine,2017-09-01,Natural & semi-synthetic opioids (T40.2),89
ME,TRUE,Maine,2017-10-01,Natural & semi-synthetic opioids (T40.2),86
ME,TRUE,Maine,2015-01-01,Number of Deaths,13627
ME,TRUE,Maine,2015-02-01,Number of Deaths,13845
ME,TRUE,Maine,2015-03-01,Number of Deaths,13901
ME,TRUE,Maine,2015-04-01,Number of Deaths,13993
ME,TRUE,Maine,2015-05-01,Number of Deaths,14023
ME,TRUE,Maine,2015-06-01,Number of Deaths,14016
ME,TRUE,Maine,2015-07-01,Number of Deaths,14052
ME,TRUE,Maine,2015-08-01,Number of Deaths,14179
ME,TRUE,Maine,2015-09-01,Number of Deaths,14296
ME,TRUE,Maine,2015-10-01,Number of Deaths,14368
ME,TRUE,Maine,2015-11-01,Number of Deaths,14367
ME,TRUE,Maine,2015-12-01,Number of Deaths,14324
ME,TRUE,Maine,2016-01-01,Number of Deaths,14129
ME,TRUE,Maine,2016-02-01,Number of Deaths,13952
ME,TRUE,Maine,2016-03-01,Number of Deaths,13897
ME,TRUE,Maine,2016-04-01,Number of Deaths,13868
ME,TRUE,Maine,2016-05-01,Number of Deaths,13964
ME,TRUE,Maine,2016-06-01,Number of Deaths,14059
ME,TRUE,Maine,2016-07-01,Number of Deaths,14044
ME,TRUE,Maine,2016-08-01,Number of Deaths,14005
ME,TRUE,Maine,2016-09-01,Number of Deaths,13937
ME,TRUE,Maine,2016-10-01,Number of Deaths,13923
ME,TRUE,Maine,2016-11-01,Number of Deaths,13983
ME,TRUE,Maine,2016-12-01,Number of Deaths,14069
ME,TRUE,Maine,2017-01-01,Number of Deaths,14136
ME,TRUE,Maine,2017-02-01,Number of Deaths,14224
ME,TRUE,Maine,2017-03-01,Number of Deaths,14326
ME,TRUE,Maine,2017-04-01,Number of Deaths,14446
ME,TRUE,Maine,2017-05-01,Number of Deaths,14343
ME,TRUE,Maine,2017-06-01,Number of Deaths,14363
ME,TRUE,Maine,2017-07-01,Number of Deaths,14326
ME,TRUE,Maine,2017-08-01,Number of Deaths,14392
ME,TRUE,Maine,2017-09-01,Number of Deaths,14480
ME,TRUE,Maine,2017-10-01,Number of Deaths,14468
ME,TRUE,Maine,2015-01-01,Number of Drug Overdose Deaths,213
ME,TRUE,Maine,2015-02-01,Number of Drug Overdose Deaths,218
ME,TRUE,Maine,2015-03-01,Number of Drug Overdose Deaths,230
ME,TRUE,Maine,2015-04-01,Number of Drug Overdose Deaths,243
ME,TRUE,Maine,2015-05-01,Number of Drug Overdose Deaths,239
ME,TRUE,Maine,2015-06-01,Number of Drug Overdose Deaths,238
ME,TRUE,Maine,2015-07-01,Number of Drug Overdose Deaths,253
ME,TRUE,Maine,2015-08-01,Number of Drug Overdose Deaths,245
ME,TRUE,Maine,2015-09-01,Number of Drug Overdose Deaths,258
ME,TRUE,Maine,2015-10-01,Number of Drug Overdose Deaths,265
ME,TRUE,Maine,2015-11-01,Number of Drug Overdose Deaths,271
ME,TRUE,Maine,2015-12-01,Number of Drug Overdose Deaths,267
ME,TRUE,Maine,2016-01-01,Number of Drug Overdose Deaths,270
ME,TRUE,Maine,2016-02-01,Number of Drug Overdose Deaths,271
ME,TRUE,Maine,2016-03-01,Number of Drug Overdose Deaths,279
ME,TRUE,Maine,2016-04-01,Number of Drug Overdose Deaths,290
ME,TRUE,Maine,2016-05-01,Number of Drug Overdose Deaths,303
ME,TRUE,Maine,2016-06-01,Number of Drug Overdose Deaths,327
ME,TRUE,Maine,2016-07-01,Number of Drug Overdose Deaths,334
ME,TRUE,Maine,2016-08-01,Number of Drug Overdose Deaths,345
ME,TRUE,Maine,2016-09-01,Number of Drug Overdose Deaths,342
ME,TRUE,Maine,2016-10-01,Number of Drug Overdose Deaths,337
ME,TRUE,Maine,2016-11-01,Number of Drug Overdose Deaths,341
ME,TRUE,Maine,2016-12-01,Number of Drug Overdose Deaths,357
ME,TRUE,Maine,2017-01-01,Number of Drug Overdose Deaths,368
